id,brand_name,target_category,target_age,target_gender,target_location,Influencer_name,Handle,Followers,Posts,Likes,Category,Sentiment,audience_location,audience_age,audience_gender,Platform,Engagement_rate
775,Brand108,Smartphones,18-28,All,Maharashtra,Sophia Rodriguez,Jackson Lee@abc,183216,847,12931,Fashion Accessories,Positive,Delhi,25-40,Male,Youtube,3.658964794
776,Brand146,Travel Services,18-30,Female,Madhya Pradesh,Saurav,Lucas Brown@abc,733223,922,21103,Pet Supplies,Neutral,Delhi,15-24,All,Tiktok,3.658964794
777,Brand103,Art Supplies,15-24,Female,Karnataka,Amitabh,Zoe Williams@abc,750376,605,21103,Gaming Products,Negative,Karnataka,15-24,Female,Twitter,3.639356681
778,Brand127,Art Supplies,18-28,Male,Kerala,Akshay,Akshay@kumar,264487,922,40347,Smartphones,Positive,Karnataka,18-30,Male,Tiktok,3.639356681
779,Brand147,Gadgets,15-24,All,Karnataka,Amitabh,Gaurav@jn,682670,762,49725,Cosmetics,Neutral,Rajasthan,18-28,Female,Youtube,3.616208223
780,Brand129,Gadgets,18-25,Male,Bihar,Sophia Rodriguez,Sarukh khan@abc,767339,962,41587,Travel Services,Neutral,Tamil Nadu,15-24,Female,Twitter,3.616208223
781,Brand147,Fashion Accessories,40-50,All,Gujarat,Oliver Thompson,Vicky@kaushal,254997,60,29251,Art Supplies,Neutral,Goa,18-30,Female,Instagram,3.605565625
782,Brand104,Clothing,22-40,Female,Karnataka,Jackson Lee,Vicky@kaushal,612971,301,27084,Cosmetics,Negative,Kerala,30-45,All,Instagram,3.605565625
783,Brand149,Travel Services,15-24,All,Delhi,Jackson Lee,Sarukh khan@abc,183216,390,42198,Nutrition Products,Negative,Goa,18-30,All,Tiktok,3.570854178
784,Brand126,Nutrition Products,22-40,All,Maharashtra,Amelia Taylor,Sujeet@r,546160,762,7083,Food Products,Neutral,Kerala,18-30,Female,Tiktok,3.570854178
785,Brand128,Pet Supplies,22-40,All,Delhi,Emma Garcia,Oliver Thompson@abc,340770,153,12690,Gaming Products,Neutral,Rajasthan,30-45,Male,Tiktok,3.551289147
786,Brand125,Smartphones,All,All,Karnataka,Elijah White,Ashwin@ravichandra,366076,545,39221,Pet Supplies,Positive,Haryana,All,All,Youtube,3.551289147
787,Brand128,Cosmetics,22-40,Male,Kerala,Zoe Williams,Isabella Anderson@abc,440405,190,12822,Smartphones,Negative,Delhi,18-30,Female,Instagram,3.535829787
788,Brand118,Cosmetics,15-24,Male,Goa,Gagan,Faisal@dscdf,981916,961,49725,Gadgets,Neutral,Haryana,15-24,Male,Youtube,3.535829787
789,Brand137,Art Supplies,18-30,All,Delhi,Saurav,Ava Wilson@abc,981575,757,15636,Gaming Products,Neutral,Uttar Pradesh,18-25,Female,Youtube,3.514939941
790,Brand130,Fashion Accessories,18-28,Female,Punjab,Rahul,Rahul@cdf,324945,922,39221,Smartphones,Negative,Goa,18-30,Male,Tiktok,3.514939941
791,Brand135,Pet Supplies,22-40,All,Maharashtra,Faisal,Lucas Brown@abc,767339,433,29251,Gaming Products,Positive,Kerala,22-40,Female,Instagram,3.51310971
792,Brand118,Fashion Accessories,15-24,Female,Goa,Lucas Brown,Sujeet@r,366076,127,28785,Gadgets,Negative,Goa,18-30,Male,Facebook,3.51310971
793,Brand129,Smartphones,18-28,All,Gujarat,Rohit,Amitabh@abc,842653,412,21103,Fashion Accessories,Neutral,Madhya Pradesh,18-30,Male,Twitter,3.505990642
794,Brand101,Books,18-30,Male,Karnataka,Ashwin,Amitabh@abc,287030,114,24228,Cosmetics,Negative,Haryana,15-24,Male,Tiktok,3.505990642
795,Brand145,Cosmetics,15-24,Female,Maharashtra,Zoe Williams,Zoe Williams@abc,851696,175,12822,Travel Services,Negative,Bihar,30-45,Female,Twitter,3.498708849
796,Brand113,Travel Services,22-40,Female,Karnataka,Ankit,Vicky@kaushal,612971,174,5494,Home Appliances,Negative,Tamil Nadu,22-40,Female,Facebook,3.498708849
797,Brand123,Cosmetics,18-30,All,Delhi,Ava Wilson,Noah Martinez@abc,971583,632,43038,Art Supplies,Negative,Madhya Pradesh,25-40,Female,Tiktok,3.497396732
798,Brand125,Fashion Accessories,All,All,Maharashtra,Amitabh,Rohit@abc,338287,832,39221,Art Supplies,Neutral,Gujarat,15-24,All,Youtube,3.497396732
799,Brand124,Gadgets,18-30,All,Madhya Pradesh,Gaurav,Zoe Williams@abc,230748,976,40347,Gadgets,Negative,Rajasthan,30-45,Female,Tiktok,3.490716521
800,Brand121,Gadgets,15-24,All,Maharashtra,Liam Harris,Amitabh@abc,702603,190,37363,Pet Supplies,Neutral,Delhi,15-24,Male,Instagram,3.490716521
801,Brand127,Smartphones,15-24,Female,Delhi,Faisal,Noah Martinez@abc,682670,832,41717,Travel Services,Negative,Kerala,15-24,Female,Youtube,3.488462738
802,Brand107,Cosmetics,18-28,All,Punjab,Sanjay DuttAiden Smith,Faisal@dscdf,302086,394,31587,Fashion Accessories,Neutral,Kerala,40-50,All,Twitter,3.488462738
803,Brand108,Nutrition Products,18-30,Male,Rajasthan,Mia Johnson,Ashwin@ravichandra,287030,762,41717,Art Supplies,Negative,Gujarat,15-24,Female,Instagram,3.482209174
804,Brand131,Smartphones,15-24,All,Madhya Pradesh,Ava Wilson,Sophia Rodriguez@abc,169890,58,42198,Clothing,Neutral,Rajasthan,30-45,Female,Tiktok,3.482209174
805,Brand150,Food Products,15-24,All,Delhi,Vicky,Akshay@kumar,426339,762,26257,Fashion Accessories,Neutral,Punjab,18-30,All,Facebook,3.475406375
806,Brand146,Home Appliances,40-50,All,Rajasthan,Lucas Brown,Liam Harris@abc,324945,762,8042,Eco-friendly Goods,Neutral,Delhi,All,Female,Facebook,3.475406375
807,Brand122,Travel Services,18-25,Female,Goa,Rahul,Gagan@fef,360266,572,24716,Gadgets,Negative,Haryana,18-30,Female,Tiktok,3.473606869
808,Brand123,Food Products,18-30,Female,Madhya Pradesh,Gaurav,Oliver Thompson@abc,612971,832,40347,Home Appliances,Neutral,Kerala,All,All,Instagram,3.473606869
809,Brand129,Art Supplies,18-30,Female,Delhi,Emma Garcia,Oliver Thompson@abc,495171,245,36337,Smartphones,Negative,Madhya Pradesh,15-24,Male,Tiktok,3.465642141
810,Brand143,Travel Services,15-24,Male,Punjab,Lucas Brown,Sujeet@r,169890,572,6903,Travel Services,Negative,Punjab,All,All,Youtube,3.465642141
811,Brand116,Nutrition Products,30-45,All,Rajasthan,Ashwin,Ava Wilson@abc,741445,358,26869,Travel Services,Neutral,Goa,15-24,Male,Facebook,3.452931373
812,Brand109,Gadgets,18-25,All,Karnataka,Emma Garcia,Ankit@jk,487464,433,8042,Art Supplies,Negative,Madhya Pradesh,18-25,All,Tiktok,3.452931373
813,Brand101,Food Products,25-40,All,Gujarat,Sanjay DuttAiden Smith,Amelia Taylor@abc,338287,762,32011,Home Appliances,Neutral,Tamil Nadu,30-45,Female,Youtube,3.41627689
814,Brand121,Smartphones,18-28,All,Gujarat,Akshay,Gaurav@jn,885659,358,5494,Fashion Accessories,Neutral,Delhi,22-40,All,Facebook,3.41627689
815,Brand121,Nutrition Products,18-30,Male,Delhi,Salman Khan,Lucas Brown@abc,360266,944,40347,Travel Services,Neutral,Rajasthan,15-24,Female,Facebook,3.35363053
816,Brand132,Travel Services,All,Male,Kerala,Ankit,Gagan@fef,338287,762,36337,Art Supplies,Neutral,Kerala,All,Male,Facebook,3.35363053
817,Brand137,Eco-friendly Goods,18-28,All,Karnataka,Sujeet,Zoe Williams@abc,426339,978,42833,Cosmetics,Positive,Kerala,15-24,Male,Youtube,3.353516016
818,Brand146,Fashion Accessories,15-24,Female,Delhi,Gaurav,Isabella Anderson@abc,264487,58,26257,Gadgets,Positive,Bihar,All,All,Tiktok,3.353516016
819,Brand107,Gadgets,18-25,Female,Rajasthan,Liam Harris,Isabella Anderson@abc,254997,174,7083,Gaming Products,Negative,Delhi,18-25,Male,Instagram,3.343912489
820,Brand115,Gaming Products,22-40,Male,Punjab,Isabella Anderson,Sarukh khan@abc,784742,317,27018,Smartphones,Negative,Karnataka,18-28,All,Instagram,3.343912489
821,Brand143,Travel Services,All,Female,Madhya Pradesh,Rohit,Rahul@cdf,169890,973,7083,Art Supplies,Positive,Delhi,18-28,Female,Facebook,3.325883773
822,Brand141,Eco-friendly Goods,18-25,Female,Kerala,Emma Garcia,Faisal@dscdf,440405,153,8042,Art Supplies,Neutral,Kerala,15-24,All,Instagram,3.325883773
823,Brand114,Nutrition Products,25-40,Female,Kerala,Amitabh,Jackson Lee@abc,341829,961,42833,Gadgets,Negative,Karnataka,All,Female,Facebook,3.313066789
824,Brand136,Gaming Products,40-50,Male,Gujarat,Sophia Rodriguez,Salman Khan@abc,971583,962,31587,Books,Neutral,Rajasthan,All,Male,Tiktok,3.313066789
825,Brand133,Gadgets,22-40,Male,Madhya Pradesh,Oliver Thompson,Amelia Taylor@abc,851696,153,22289,Gaming Products,Positive,Bihar,All,All,Facebook,3.298515212
826,Brand141,Home Appliances,15-24,Female,Goa,Sanjay DuttAiden Smith,Salman Khan@abc,709166,976,29874,Food Products,Neutral,Uttar Pradesh,18-25,Female,Youtube,3.298515212
827,Brand144,Gadgets,18-30,Female,Delhi,Vicky,Mia Johnson@abc,842653,143,24716,Travel Services,Negative,Bihar,30-45,All,Tiktok,3.280461715
828,Brand118,Nutrition Products,18-28,Male,Delhi,Mia Johnson,Vicky@kaushal,750376,114,47405,Gaming Products,Positive,Delhi,30-45,All,Facebook,3.280461715
829,Brand120,Travel Services,15-24,Male,Kerala,Ankit,Jackson Lee@abc,981916,847,7083,Nutrition Products,Neutral,Kerala,15-24,Female,Instagram,3.234832135
830,Brand125,Food Products,All,Female,Madhya Pradesh,Sanjay DuttAiden Smith,Sujeet@r,981575,245,5494,Fashion Accessories,Negative,Goa,30-45,Female,Facebook,3.234832135
831,Brand142,Fashion Accessories,30-45,Male,Delhi,Sarukh khan,Gaurav@jn,230748,976,20008,Art Supplies,Positive,Kerala,All,Male,Tiktok,3.199895101
832,Brand103,Eco-friendly Goods,18-30,Female,Maharashtra,Oliver Thompson,Ankit@jk,338878,317,5494,Gadgets,Negative,Gujarat,18-28,Male,Facebook,3.199895101
833,Brand122,Food Products,40-50,Male,Maharashtra,Saurav,Mia Johnson@abc,169890,572,12690,Smartphones,Negative,Karnataka,40-50,All,Tiktok,3.188012626
834,Brand144,Smartphones,18-28,Female,Kerala,Gagan,Ashwin@ravichandra,702603,540,6893,Travel Services,Negative,Delhi,All,Male,Facebook,3.188012626
835,Brand122,Gadgets,30-45,Female,Delhi,Emma Garcia,Elijah White@abc,440405,301,40011,Pet Supplies,Neutral,Gujarat,18-30,Female,Instagram,3.179699242
836,Brand116,Art Supplies,25-40,Female,Goa,Ashwin,Mia Johnson@abc,702603,58,41717,Smartphones,Negative,Rajasthan,15-24,Male,Facebook,3.179699242
837,Brand132,Art Supplies,22-40,All,Madhya Pradesh,Sophia Rodriguez,Salman Khan@abc,487464,690,43038,Travel Services,Neutral,Delhi,15-24,Female,Twitter,3.179541016
838,Brand126,Travel Services,18-30,Male,Goa,Elijah White,Ashwin@ravichandra,971583,386,13377,Eco-friendly Goods,Neutral,Karnataka,18-30,Male,Youtube,3.179541016
839,Brand126,Art Supplies,22-40,Female,Uttar Pradesh,Ankit,Gagan@fef,360266,301,41587,Nutrition Products,Neutral,Goa,18-30,Male,Twitter,3.176968681
840,Brand124,Cosmetics,40-50,All,Punjab,Ethan Jones,Sarukh khan@abc,981916,153,24651,Books,Neutral,Delhi,22-40,All,Twitter,3.176968681
841,Brand107,Fashion Accessories,18-30,All,Rajasthan,Gaurav,Gaurav@jn,302086,114,27084,Gadgets,Neutral,Madhya Pradesh,18-30,Female,Youtube,3.162172703
842,Brand129,Travel Services,All,Male,Madhya Pradesh,Sarukh khan,Gaurav@jn,741445,832,28785,Nutrition Products,Negative,Kerala,All,Female,Youtube,3.162172703
843,Brand120,Smartphones,All,All,Karnataka,Akshay,Rohit@abc,757739,762,21103,Eco-friendly Goods,Negative,Kerala,18-28,All,Instagram,3.161775131
844,Brand110,Smartphones,15-24,All,Rajasthan,Rohit,Ashwin@ravichandra,409843,976,36337,Gaming Products,Neutral,Uttar Pradesh,40-50,Female,Tiktok,3.161775131
845,Brand139,Art Supplies,All,All,Delhi,Oliver Thompson,Mia Johnson@abc,360266,999,21103,Travel Services,Positive,Kerala,18-30,All,Tiktok,3.157926458
846,Brand115,Nutrition Products,All,Female,Kerala,Ethan Jones,Ethan Jones@abc,114466,632,21697,Cosmetics,Neutral,Kerala,All,Male,Youtube,3.157926458
847,Brand111,Smartphones,40-50,Female,Madhya Pradesh,Ava Wilson,Akshay@kumar,254997,973,24716,Art Supplies,Negative,Goa,40-50,Male,Instagram,3.133512183
848,Brand122,Smartphones,15-24,All,Goa,Vicky,Gaurav@jn,409843,205,26869,Smartphones,Neutral,Tamil Nadu,18-30,Male,Instagram,3.133512183
849,Brand113,Gaming Products,40-50,All,Karnataka,Sanjay DuttAiden Smith,Oliver Thompson@abc,733223,241,27018,Cosmetics,Positive,Uttar Pradesh,15-24,Male,Instagram,3.127226171
850,Brand129,Art Supplies,15-24,Male,Delhi,Noah Martinez,Amelia Taylor@abc,340770,205,21697,Pet Supplies,Negative,Karnataka,30-45,All,Twitter,3.127226171
851,Brand113,Cosmetics,30-45,Female,Delhi,Salman Khan,Ava Wilson@abc,338287,127,29874,Gaming Products,Positive,Maharashtra,15-24,Male,Youtube,3.115539324
852,Brand136,Fashion Accessories,25-40,Male,Kerala,Ethan Jones,Rahul@cdf,230748,433,46587,Eco-friendly Goods,Neutral,Maharashtra,18-30,All,Tiktok,3.115539324
853,Brand113,Gadgets,22-40,Male,Uttar Pradesh,Amitabh,Mia Johnson@abc,426339,847,8042,Food Products,Negative,Uttar Pradesh,40-50,Female,Youtube,3.10852536
854,Brand123,Food Products,15-24,Male,Madhya Pradesh,Sanjay DuttAiden Smith,Sarukh khan@abc,981575,114,18570,Smartphones,Neutral,Rajasthan,15-24,Male,Twitter,3.10852536
855,Brand115,Cosmetics,All,Male,Madhya Pradesh,Ethan Jones,Elijah White@abc,440405,135,8042,Nutrition Products,Neutral,Kerala,18-28,Female,Tiktok,3.100672802
856,Brand119,Art Supplies,18-25,All,Madhya Pradesh,Zoe Williams,Vicky@kaushal,546160,51,34817,Gadgets,Positive,Madhya Pradesh,18-30,Male,Instagram,3.100672802
857,Brand120,Art Supplies,15-24,Female,Punjab,Ethan Jones,Jackson Lee@abc,702603,762,5494,Home Appliances,Neutral,Rajasthan,All,Male,Tiktok,3.100550565
858,Brand103,Cosmetics,18-30,Female,Karnataka,Akshay,Jackson Lee@abc,981916,60,20008,Nutrition Products,Neutral,Maharashtra,All,Male,Tiktok,3.100550565
859,Brand123,Cosmetics,18-25,All,Tamil Nadu,Oliver Thompson,Ashwin@ravichandra,258700,847,24651,Nutrition Products,Neutral,Kerala,18-30,Female,Tiktok,3.093359441
860,Brand145,Smartphones,15-24,All,Maharashtra,Amelia Taylor,Rahul@cdf,302086,205,8042,Fashion Accessories,Positive,Punjab,30-45,Female,Tiktok,3.093359441
861,Brand104,Art Supplies,22-40,Male,Madhya Pradesh,Oliver Thompson,Sujeet@r,885659,632,24228,Gadgets,Neutral,Goa,18-30,All,Twitter,3.07422795
862,Brand146,Nutrition Products,22-40,All,Goa,Jackson Lee,Lucas Brown@abc,857495,394,22289,Smartphones,Negative,Karnataka,40-50,All,Instagram,3.07422795
863,Brand143,Pet Supplies,18-28,All,Karnataka,Amitabh,Sujeet@r,857495,153,12822,Gaming Products,Negative,Madhya Pradesh,18-30,Male,Tiktok,3.054952669
864,Brand139,Fashion Accessories,18-30,Male,Karnataka,Saurav,Rohit@abc,612971,973,40011,Pet Supplies,Neutral,Kerala,18-25,Male,Youtube,3.054952669
865,Brand144,Home Appliances,15-24,All,Uttar Pradesh,Emma Garcia,Oliver Thompson@abc,230748,143,6893,Nutrition Products,Positive,Kerala,18-30,All,Twitter,3.037535433
866,Brand106,Food Products,22-40,Male,Rajasthan,Sujeet,Sarukh khan@abc,440405,229,15636,Cosmetics,Negative,Tamil Nadu,15-24,Female,Facebook,3.037535433
867,Brand115,Cosmetics,18-30,Male,Kerala,Amitabh,Saurav@jn,366076,193,37363,Nutrition Products,Negative,Rajasthan,18-28,Male,Facebook,2.994985886
868,Brand142,Art Supplies,15-24,Female,Madhya Pradesh,Gaurav,Sujeet@r,202147,174,13377,Eco-friendly Goods,Negative,Karnataka,30-45,Female,Youtube,2.994985886
869,Brand134,Gaming Products,22-40,Female,Karnataka,Saurav,Faisal@dscdf,709166,122,6893,Pet Supplies,Negative,Rajasthan,30-45,All,Twitter,2.981560689
870,Brand107,Books,15-24,Male,Madhya Pradesh,Oliver Thompson,Rahul@cdf,767339,205,17005,Gadgets,Positive,Madhya Pradesh,All,All,Instagram,2.981560689
871,Brand117,Gadgets,18-30,Male,Kerala,Ethan Jones,Rohit@abc,750376,245,12690,Gadgets,Negative,Punjab,40-50,Female,Facebook,2.962868769
872,Brand115,Travel Services,22-40,Female,Gujarat,Akshay,Noah Martinez@abc,851696,412,29251,Smartphones,Positive,Goa,15-24,Female,Youtube,2.962868769
873,Brand113,Smartphones,25-40,All,Kerala,Sujeet,Faisal@dscdf,997417,544,29874,Nutrition Products,Neutral,Punjab,22-40,Female,Youtube,2.961303348
874,Brand125,Art Supplies,15-24,All,Kerala,Elijah White,Sarukh khan@abc,801403,847,49145,Food Products,Positive,Madhya Pradesh,40-50,Female,Twitter,2.961303348
875,Brand146,Gaming Products,All,All,Delhi,Jackson Lee,Sujeet@r,440405,394,29251,Cosmetics,Positive,Kerala,25-40,Male,Tiktok,2.937773477
876,Brand101,Home Appliances,18-30,Male,Madhya Pradesh,Amitabh,Mia Johnson@abc,338878,978,36337,Eco-friendly Goods,Neutral,Maharashtra,18-30,Male,Twitter,2.937773477
877,Brand113,Travel Services,40-50,Male,Punjab,Amelia Taylor,Rahul@cdf,682670,190,7083,Cosmetics,Positive,Kerala,18-25,Female,Instagram,2.927993157
878,Brand119,Gaming Products,18-30,All,Uttar Pradesh,Elijah White,Sanjay Dutt@abcAiden Smith@abc,767339,174,12931,Cosmetics,Neutral,Maharashtra,All,Female,Instagram,2.927993157
879,Brand146,Nutrition Products,18-30,Female,Madhya Pradesh,Noah Martinez,Ava Wilson@abc,287030,386,43038,Nutrition Products,Neutral,Kerala,30-45,Female,Facebook,2.926487813
880,Brand126,Gadgets,15-24,All,Kerala,Ethan Jones,Vicky@kaushal,612971,135,17005,Pet Supplies,Negative,Uttar Pradesh,18-30,All,Tiktok,2.926487813
881,Brand130,Gadgets,15-24,Female,Rajasthan,Isabella Anderson,Elijah White@abc,767339,632,12690,Smartphones,Negative,Karnataka,18-28,Female,Tiktok,2.896024474
882,Brand127,Fashion Accessories,30-45,Female,Karnataka,Sujeet,Isabella Anderson@abc,857495,433,32011,Art Supplies,Neutral,Madhya Pradesh,All,All,Tiktok,2.896024474
883,Brand130,Gadgets,15-24,All,Uttar Pradesh,Faisal,Emma Garcia@abc,440405,58,24716,Travel Services,Neutral,Karnataka,All,Male,Tiktok,2.895974961
884,Brand144,Smartphones,All,Female,Tamil Nadu,Rahul,Ava Wilson@abc,981916,174,41587,Home Appliances,Positive,Goa,18-30,Male,Twitter,2.895974961
885,Brand145,Eco-friendly Goods,25-40,Female,Madhya Pradesh,Amelia Taylor,Mia Johnson@abc,487464,973,24228,Clothing,Positive,Bihar,22-40,All,Tiktok,2.887875164
886,Brand147,Art Supplies,18-28,Male,Delhi,Lucas Brown,Saurav@jn,366076,412,18570,Gaming Products,Positive,Karnataka,All,All,Youtube,2.887875164
887,Brand150,Gadgets,18-30,All,Rajasthan,Ava Wilson,Lucas Brown@abc,426339,690,13377,Home Appliances,Negative,Punjab,18-25,Male,Youtube,2.876060452
888,Brand145,Travel Services,18-28,All,Maharashtra,Mia Johnson,Sujeet@r,169890,757,41313,Gadgets,Positive,Goa,30-45,All,Instagram,2.876060452
889,Brand101,Fashion Accessories,18-30,Male,Karnataka,Sujeet,Sujeet@r,324945,60,6893,Travel Services,Neutral,Delhi,18-30,All,Facebook,2.859040351
890,Brand105,Gadgets,30-45,All,Goa,Faisal,Akshay@kumar,856447,847,46587,Travel Services,Neutral,Punjab,18-28,Male,Youtube,2.859040351
891,Brand110,Food Products,All,Male,Madhya Pradesh,Lucas Brown,Gaurav@jn,113855,122,43038,Smartphones,Neutral,Maharashtra,15-24,Female,Instagram,2.85300217
892,Brand104,Nutrition Products,18-30,Male,Kerala,Rohit,Amitabh@abc,204024,433,28785,Home Appliances,Neutral,Madhya Pradesh,15-24,All,Instagram,2.85300217
893,Brand112,Smartphones,18-25,Male,Tamil Nadu,Liam Harris,Sanjay Dutt@abcAiden Smith@abc,341829,757,6903,Travel Services,Negative,Kerala,18-30,Male,Instagram,2.803259769
894,Brand123,Gaming Products,40-50,Male,Delhi,Ashwin,Isabella Anderson@abc,971583,175,24651,Nutrition Products,Positive,Madhya Pradesh,All,All,Twitter,2.803259769
895,Brand143,Eco-friendly Goods,All,Female,Tamil Nadu,Sanjay DuttAiden Smith,Oliver Thompson@abc,341829,976,42833,Travel Services,Neutral,Tamil Nadu,30-45,All,Instagram,2.789290915
896,Brand102,Travel Services,All,All,Maharashtra,Ava Wilson,Vicky@kaushal,885659,190,40011,Fashion Accessories,Neutral,Karnataka,40-50,Female,Facebook,2.789290915
897,Brand129,Fashion Accessories,25-40,All,Karnataka,Akshay,Mia Johnson@abc,750376,190,21697,Travel Services,Neutral,Delhi,40-50,All,Twitter,2.77002489
898,Brand121,Travel Services,15-24,Female,Uttar Pradesh,Akshay,Sujeet@r,169890,394,30531,Travel Services,Neutral,Kerala,18-30,All,Instagram,2.77002489
899,Brand110,Nutrition Products,18-28,All,West Bengal,Akshay,Akshay@kumar,980666,961,26869,Nutrition Products,Negative,Madhya Pradesh,All,All,Twitter,2.767149773
900,Brand109,Food Products,25-40,All,Madhya Pradesh,Faisal,Gagan@fef,230748,961,21103,Smartphones,Neutral,Rajasthan,18-28,Female,Tiktok,2.767149773
901,Brand134,Nutrition Products,18-30,Male,Tamil Nadu,Emma Garcia,Zoe Williams@abc,856447,973,40347,Smartphones,Negative,Maharashtra,18-28,Male,Twitter,2.708929862
902,Brand111,Pet Supplies,40-50,Male,Uttar Pradesh,Zoe Williams,Lucas Brown@abc,338878,605,5859,Eco-friendly Goods,Negative,Madhya Pradesh,25-40,Female,Twitter,2.708929862
903,Brand124,Fashion Accessories,40-50,All,Kerala,Ethan Jones,Zoe Williams@abc,851696,632,26257,Nutrition Products,Neutral,Delhi,40-50,All,Facebook,2.703437319
904,Brand115,Gadgets,25-40,Female,Madhya Pradesh,Gaurav,Sophia Rodriguez@abc,885659,690,37363,Art Supplies,Positive,Karnataka,18-25,Female,Tiktok,2.703437319
905,Brand106,Art Supplies,18-30,Female,Rajasthan,Sujeet,Salman Khan@abc,971583,534,20008,Home Appliances,Neutral,Uttar Pradesh,18-30,Male,Instagram,2.661763945
906,Brand116,Cosmetics,15-24,Female,West Bengal,Gaurav,Sanjay Dutt@abcAiden Smith@abc,495171,394,46587,Home Appliances,Negative,Rajasthan,40-50,Male,Twitter,2.661763945
907,Brand141,Gadgets,15-24,Female,Gujarat,Gaurav,Noah Martinez@abc,981916,973,36337,Home Appliances,Negative,Goa,30-45,All,Tiktok,2.65849749
908,Brand101,Cosmetics,All,All,Goa,Lucas Brown,Akshay@kumar,204024,175,26869,Fashion Accessories,Negative,Punjab,All,All,Twitter,2.65849749
909,Brand111,Eco-friendly Goods,18-28,All,Kerala,Sophia Rodriguez,Zoe Williams@abc,704611,976,17005,Gadgets,Negative,Karnataka,15-24,All,Youtube,2.647769677
910,Brand149,Travel Services,30-45,Female,Punjab,Jackson Lee,Liam Harris@abc,981916,122,30531,Travel Services,Neutral,Madhya Pradesh,25-40,All,Instagram,2.647769677
911,Brand141,Nutrition Products,30-45,Male,Karnataka,Emma Garcia,Gaurav@jn,612971,540,43038,Eco-friendly Goods,Negative,Rajasthan,18-30,All,Instagram,2.647019815
912,Brand121,Smartphones,22-40,Male,Madhya Pradesh,Jackson Lee,Sanjay Dutt@abcAiden Smith@abc,851696,690,5859,Gadgets,Positive,West Bengal,18-30,Female,Facebook,2.647019815
913,Brand138,Travel Services,All,Female,Madhya Pradesh,Isabella Anderson,Amitabh@abc,338878,961,26257,Gadgets,Negative,Delhi,18-30,All,Youtube,2.634701029
914,Brand116,Nutrition Products,15-24,Male,Punjab,Lucas Brown,Emma Garcia@abc,638336,143,13377,Smartphones,Negative,Delhi,All,Female,Twitter,2.634701029
915,Brand106,Travel Services,All,Female,Uttar Pradesh,Jackson Lee,Ethan Jones@abc,302086,135,20008,Gadgets,Negative,Uttar Pradesh,All,All,Twitter,2.62977993
916,Brand144,Travel Services,18-30,All,Karnataka,Emma Garcia,Faisal@dscdf,702603,973,5494,Clothing,Neutral,Maharashtra,18-30,All,Facebook,2.62977993
917,Brand148,Pet Supplies,15-24,Female,Rajasthan,Faisal,Lucas Brown@abc,366076,51,6903,Food Products,Neutral,Goa,18-30,All,Tiktok,2.628542947
918,Brand116,Fashion Accessories,All,All,Gujarat,Gaurav,Lucas Brown@abc,704611,229,21103,Pet Supplies,Negative,Kerala,40-50,Female,Tiktok,2.628542947
919,Brand131,Smartphones,18-30,Male,Kerala,Amitabh,Faisal@dscdf,981575,986,6893,Pet Supplies,Neutral,Kerala,22-40,All,Twitter,2.623825997
920,Brand114,Gaming Products,15-24,All,Kerala,Mia Johnson,Lucas Brown@abc,183216,433,49725,Cosmetics,Neutral,Uttar Pradesh,30-45,Male,Tiktok,2.623825997
921,Brand145,Nutrition Products,18-25,Male,Gujarat,Rohit,Vicky@kaushal,409843,545,41587,Gaming Products,Negative,Goa,18-30,Male,Instagram,2.622421756
922,Brand102,Travel Services,40-50,Female,Kerala,Jackson Lee,Liam Harris@abc,426339,540,12822,Smartphones,Negative,Rajasthan,All,Female,Instagram,2.622421756
923,Brand105,Home Appliances,18-25,Male,Punjab,Saurav,Isabella Anderson@abc,360266,60,47405,Nutrition Products,Negative,Kerala,30-45,Female,Youtube,2.61142283
924,Brand136,Smartphones,18-30,All,Delhi,Amitabh,Sarukh khan@abc,264487,605,29251,Gadgets,Neutral,Kerala,18-30,Female,Twitter,2.61142283
925,Brand119,Smartphones,All,Male,Karnataka,Faisal,Ava Wilson@abc,169890,205,29251,Books,Neutral,Delhi,30-45,Male,Facebook,2.605720826
926,Brand137,Cosmetics,40-50,Male,Karnataka,Mia Johnson,Rohit@abc,638336,193,24716,Home Appliances,Positive,Delhi,30-45,Male,Instagram,2.605720826
927,Brand150,Nutrition Products,18-28,Male,Punjab,Isabella Anderson,Jackson Lee@abc,202147,114,32011,Food Products,Negative,Kerala,All,All,Youtube,2.593455564
928,Brand111,Nutrition Products,18-30,Female,Bihar,Noah Martinez,Sujeet@r,264487,174,12690,Art Supplies,Neutral,Rajasthan,18-28,All,Facebook,2.593455564
929,Brand132,Cosmetics,18-30,Male,Maharashtra,Sujeet,Akshay@kumar,980666,544,12690,Cosmetics,Neutral,Delhi,18-28,Male,Tiktok,2.570674337
930,Brand109,Cosmetics,18-30,Female,Karnataka,Ankit,Noah Martinez@abc,366076,241,12822,Smartphones,Negative,Gujarat,30-45,All,Instagram,2.570674337
931,Brand114,Gadgets,40-50,Male,Tamil Nadu,Akshay,Faisal@dscdf,546160,609,21103,Smartphones,Positive,Madhya Pradesh,15-24,Male,Instagram,2.547294642
932,Brand134,Travel Services,18-30,All,Kerala,Rohit,Akshay@kumar,767339,545,24651,Gadgets,Neutral,Karnataka,18-28,All,Tiktok,2.547294642
