,id,brand_name,Product_category,target_age,target_gender,target_location,Influencer_name,Handle,Followers,Posts,Likes,Category,Sentiment,audience_location,audience_age,audience_Gender,Platform,Engagement_rate,Interaction,Tags
250,251,Brand28,Eco-friendly Goods,15-24,Female,Haryana,Olivia Clark,@sophia.w,743166,59,9551,"eco, friendly, goods",Neutral,haryana,"15, 24",,instagram,1.285177201,0,"eco, friendly, goods, haryana, 15, 24, , instagram"
251,252,Brand64,Eco-friendly Goods,22-40,Male,Punjab,Mia Lee,@olivia.c,293087,771,15201,"eco, friendly, goods",Negative,punjab,"22, 40",male,twitter,5.186514584,1,"eco, friendly, goods, punjab, 22, 40, male, twitter"
252,253,Brand22,Travel Services,15-24,All,Rajasthan,Sophia Wilson,@olivia.c,204844,402,27876,"travel, services",Positive,rajasthan,"15, 24",female,facebook,13.60840444,1,"travel, services, rajasthan, 15, 24, female, facebook"
253,254,Brand23,Cosmetics,25-40,Male,Kerala,Liam Brown,@noah.d,950816,815,21809,cosmetics,Positive,kerala,"25, 40",female,instagram,2.293714031,0,"cosmetics, kerala, 25, 40, female, instagram"
254,255,Brand53,Fitness Equipment,15-24,Male,Delhi,Mia Lee,@emma.t,930684,841,43024,"fitness, equipment",Negative,delhi,"15, 24",female,tiktok,4.622836537,0,"fitness, equipment, delhi, 15, 24, female, tiktok"
255,256,Brand25,Eco-friendly Goods,18-30,Male,Karnataka,John Smith,@john.smith,687261,84,29095,"eco, friendly, goods",Negative,karnataka,"18, 30",male,youtube,4.233471709,0,"eco, friendly, goods, karnataka, 18, 30, male, youtube"
256,257,Brand58,Home Appliances,18-28,Male,India,John Smith,@isabella.m,544388,585,22642,"home, appliances",Neutral,india,"18, 28",female,twitter,4.159165889,0,"home, appliances, india, 18, 28, female, twitter"
257,258,Brand97,Art Supplies,22-40,Male,West Bengal,Sophia Wilson,@john.smith,966273,718,8207,"art, supplies",Negative,"west, bengal","22, 40",male,tiktok,0.849345889,0,"art, supplies, west, bengal, 22, 40, male, tiktok"
258,259,Brand9,Smartphones,18-30,Male,Rajasthan,Mason White,@liam.brown,944512,563,34055,smartphones,Positive,rajasthan,"18, 30",female,twitter,3.605565625,0,"smartphones, rajasthan, 18, 30, female, twitter"
259,260,Brand45,Fashion Accessories,All,Male,Bihar,John Smith,@isabella.m,319130,389,15602,"fashion, accessories",Neutral,bihar,,female,facebook,4.888916742,0,"fashion, accessories, bihar, , female, facebook"
260,261,Brand74,Fitness Equipment,18-28,All,Rajasthan,Mia Lee,@olivia.c,758624,140,20168,"fitness, equipment",Positive,rajasthan,"18, 28",,tiktok,2.65849749,0,"fitness, equipment, rajasthan, 18, 28, , tiktok"
261,262,Brand21,Clothing,All,All,Bihar,Olivia Clark,@noah.d,793823,985,8756,clothing,Negative,bihar,,,tiktok,1.103016667,0,"clothing, bihar, , , tiktok"
262,263,Brand69,Pet Supplies,40-50,Male,Madhya Pradesh,Noah Davis,@liam.brown,830621,641,13413,"pet, supplies",Neutral,"madhya, pradesh","40, 50",female,facebook,1.614815903,0,"pet, supplies, madhya, pradesh, 40, 50, female, facebook"
263,264,Brand21,Books,25-40,All,Punjab,Jane Doe,@emma.t,457484,292,26300,books,Positive,punjab,"25, 40",male,facebook,5.748834932,1,"books, punjab, 25, 40, male, facebook"
264,265,Brand73,Gadgets,18-28,All,Uttar Pradesh,Emma Taylor,@liam.brown,638749,163,12397,gadgets,Negative,"uttar, pradesh","18, 28",male,tiktok,1.940824956,0,"gadgets, uttar, pradesh, 18, 28, male, tiktok"
265,266,Brand67,Travel Services,40-50,Male,Gujarat,Mia Lee,@liam.brown,456819,699,12654,"travel, services",Neutral,gujarat,"40, 50",female,youtube,2.77002489,0,"travel, services, gujarat, 40, 50, female, youtube"
266,267,Brand92,Clothing,18-30,Male,Haryana,Isabella Moore,@olivia.c,918260,115,10389,clothing,Negative,haryana,"18, 30",male,facebook,1.131378912,0,"clothing, haryana, 18, 30, male, facebook"
267,268,Brand83,Clothing,22-40,Female,Uttar Pradesh,Noah Davis,@emma.t,547038,476,8776,clothing,Negative,"uttar, pradesh","22, 40",male,facebook,1.60427612,0,"clothing, uttar, pradesh, 22, 40, male, facebook"
268,269,Brand57,Cosmetics,18-28,Female,Goa,Isabella Moore,@mason.w,496153,954,22773,cosmetics,Negative,goa,"18, 28",male,twitter,4.589914805,0,"cosmetics, goa, 18, 28, male, twitter"
269,270,Brand92,Art Supplies,40-50,All,Gujarat,Sophia Wilson,@emma.t,368776,490,18552,"art, supplies",Neutral,gujarat,"40, 50",male,tiktok,5.030696141,1,"art, supplies, gujarat, 40, 50, male, tiktok"
270,271,Brand77,Pet Supplies,30-45,Male,Bihar,Sophia Wilson,@liam.brown,774147,507,8011,"pet, supplies",Positive,bihar,"30, 45",female,facebook,1.034816385,0,"pet, supplies, bihar, 30, 45, female, facebook"
271,272,Brand75,Cosmetics,18-28,Male,Delhi,Emma Taylor,@mason.w,130978,765,24013,cosmetics,Positive,delhi,"18, 28",,youtube,18.33361328,1,"cosmetics, delhi, 18, 28, , youtube"
272,273,Brand69,Travel Services,40-50,Female,Maharashtra,Jane Doe,@liam.brown,667168,564,32956,"travel, services",Negative,maharashtra,"40, 50",,youtube,4.939685357,0,"travel, services, maharashtra, 40, 50, , youtube"
273,274,Brand13,Gaming Products,40-50,Female,Punjab,Isabella Moore,@liam.brown,948834,881,21426,"gaming, products",Positive,punjab,"40, 50",,instagram,2.258139991,0,"gaming, products, punjab, 40, 50, , instagram"
274,275,Brand100,Cosmetics,22-40,Female,Punjab,Isabella Moore,@mason.w,461487,295,27080,cosmetics,Negative,punjab,"22, 40",male,facebook,5.867987614,1,"cosmetics, punjab, 22, 40, male, facebook"
275,276,Brand85,Fashion Accessories,22-40,All,Rajasthan,Mia Lee,@john.smith,818996,70,9019,"fashion, accessories",Neutral,rajasthan,"22, 40",female,tiktok,1.10122638,0,"fashion, accessories, rajasthan, 22, 40, female, tiktok"
276,277,Brand23,Pet Supplies,All,Female,Rajasthan,Olivia Clark,@liam.brown,619147,324,15115,"pet, supplies",Positive,rajasthan,,female,instagram,2.44126193,0,"pet, supplies, rajasthan, , female, instagram"
277,278,Brand52,Eco-friendly Goods,22-40,Male,Karnataka,Isabella Moore,@mia.lee,923535,364,47857,"eco, friendly, goods",Positive,karnataka,"22, 40",,youtube,5.181936797,1,"eco, friendly, goods, karnataka, 22, 40, , youtube"
278,279,Brand93,Fitness Equipment,All,Female,Haryana,John Smith,@liam.brown,811862,712,49342,"fitness, equipment",Positive,haryana,,female,tiktok,6.077633884,1,"fitness, equipment, haryana, , female, tiktok"
279,280,Brand70,Books,18-30,Male,Tamil Nadu,Noah Davis,@isabella.m,225597,240,9051,books,Neutral,"tamil, nadu","18, 30",,tiktok,4.012021436,0,"books, tamil, nadu, 18, 30, , tiktok"
280,281,Brand53,Eco-friendly Goods,All,All,Kerala,Isabella Moore,@john.smith,420775,715,39798,"eco, friendly, goods",Neutral,kerala,,,instagram,9.458261541,1,"eco, friendly, goods, kerala, , , instagram"
281,282,Brand36,Books,All,Female,Maharashtra,Emma Taylor,@isabella.m,392846,431,25297,books,Negative,maharashtra,,male,youtube,6.439419009,1,"books, maharashtra, , male, youtube"
282,283,Brand87,Clothing,22-40,All,Punjab,Mason White,@emma.t,332032,849,7669,clothing,Negative,punjab,"22, 40",female,youtube,2.309717136,0,"clothing, punjab, 22, 40, female, youtube"
283,284,Brand45,Art Supplies,18-28,All,Punjab,John Smith,@sophia.w,329323,979,16703,"art, supplies",Neutral,punjab,"18, 28",female,instagram,5.071920273,1,"art, supplies, punjab, 18, 28, female, instagram"
284,285,Brand92,Smartphones,40-50,Female,Madhya Pradesh,Jane Doe,@mia.lee,113327,183,25307,smartphones,Neutral,"madhya, pradesh","40, 50",male,facebook,22.33095379,1,"smartphones, madhya, pradesh, 40, 50, male, facebook"
285,286,Brand13,Nutrition Products,18-30,Male,Tamil Nadu,Olivia Clark,@john.smith,186869,178,31036,"nutrition, products",Neutral,"tamil, nadu","18, 30",male,instagram,16.60842622,1,"nutrition, products, tamil, nadu, 18, 30, male, instagram"
286,287,Brand74,Home Appliances,18-28,Male,Bihar,Olivia Clark,@jane.doe,533236,685,45252,"home, appliances",Positive,bihar,"18, 28",,instagram,8.48629875,1,"home, appliances, bihar, 18, 28, , instagram"
287,288,Brand60,Art Supplies,All,Male,Kerala,Noah Davis,@jane.doe,417319,295,17427,"art, supplies",Positive,kerala,,,youtube,4.175942145,0,"art, supplies, kerala, , , youtube"
288,289,Brand48,Fashion Accessories,25-40,Female,Maharashtra,Mia Lee,@sophia.w,526466,294,39126,"fashion, accessories",Neutral,maharashtra,"25, 40",,facebook,7.431818959,1,"fashion, accessories, maharashtra, 25, 40, , facebook"
289,290,Brand49,Fitness Equipment,40-50,All,Uttar Pradesh,John Smith,@liam.brown,623485,546,15882,"fitness, equipment",Negative,"uttar, pradesh","40, 50",,youtube,2.547294642,0,"fitness, equipment, uttar, pradesh, 40, 50, , youtube"
290,291,Brand30,Fitness Equipment,18-25,All,India,John Smith,@jane.doe,878941,950,36868,"fitness, equipment",Negative,india,"18, 25",,facebook,4.194593266,0,"fitness, equipment, india, 18, 25, , facebook"
291,292,Brand44,Cosmetics,25-40,Female,Haryana,John Smith,@sophia.w,223855,702,14157,cosmetics,Negative,haryana,"25, 40",,tiktok,6.324183065,1,"cosmetics, haryana, 25, 40, , tiktok"
292,293,Brand60,Home Appliances,30-45,All,Gujarat,Emma Taylor,@olivia.c,448459,498,11041,"home, appliances",Neutral,gujarat,"30, 45",male,twitter,2.461986492,0,"home, appliances, gujarat, 30, 45, male, twitter"
293,294,Brand72,Food Products,30-45,Female,Karnataka,Isabella Moore,@isabella.m,521378,972,30507,"food, products",Negative,karnataka,"30, 45",female,twitter,5.851225023,1,"food, products, karnataka, 30, 45, female, twitter"
294,295,Brand1,Cosmetics,25-34,All,Gujarat,Mia Lee,@john.smith,769078,790,42669,cosmetics,Negative,gujarat,"25, 34",male,facebook,5.548071847,1,"cosmetics, gujarat, 25, 34, male, facebook"
295,296,Brand54,Pet Supplies,40-50,Female,Punjab,Olivia Clark,@olivia.c,262154,95,42514,"pet, supplies",Neutral,punjab,"40, 50",,tiktok,16.21718532,1,"pet, supplies, punjab, 40, 50, , tiktok"
296,297,Brand29,Gadgets,22-40,Female,Delhi,Jane Doe,@liam.brown,761622,402,10759,gadgets,Positive,delhi,"22, 40",,facebook,1.412643017,0,"gadgets, delhi, 22, 40, , facebook"
297,298,Brand72,Books,18-25,All,Bihar,John Smith,@emma.t,799151,985,32370,books,Negative,bihar,"18, 25",male,facebook,4.050548645,0,"books, bihar, 18, 25, male, facebook"
298,299,Brand66,Food Products,25-34,Male,Madhya Pradesh,Isabella Moore,@jane.doe,623788,663,39517,"food, products",Negative,"madhya, pradesh","25, 34",male,instagram,6.335004841,1,"food, products, madhya, pradesh, 25, 34, male, instagram"
299,300,Brand78,Fitness Equipment,25-40,Male,Uttar Pradesh,Jane Doe,@liam.brown,912309,882,24149,"fitness, equipment",Positive,"uttar, pradesh","25, 40",,twitter,2.647019815,0,"fitness, equipment, uttar, pradesh, 25, 40, , twitter"
300,301,Brand88,Smartphones,18-25,All,Karnataka,John Smith,@emma.t,898029,927,7622,smartphones,Neutral,karnataka,"18, 25",,instagram,0.848747646,0,"smartphones, karnataka, 18, 25, , instagram"
301,302,Brand60,Books,25-40,All,Bihar,Mia Lee,@noah.d,689505,172,40061,books,Neutral,bihar,"25, 40",female,facebook,5.810110151,1,"books, bihar, 25, 40, female, facebook"
302,303,Brand99,Clothing,25-34,All,Bihar,Mia Lee,@jane.doe,459395,727,36594,clothing,Positive,bihar,"25, 34",male,tiktok,7.965694011,1,"clothing, bihar, 25, 34, male, tiktok"
303,304,Brand42,Books,18-25,Female,India,Jane Doe,@olivia.c,741846,183,5106,books,Positive,india,"18, 25",male,tiktok,0.688283013,0,"books, india, 18, 25, male, tiktok"
304,305,Brand26,Books,All,Female,Gujarat,Isabella Moore,@mia.lee,314518,101,36005,books,Positive,gujarat,,female,facebook,11.44767549,1,"books, gujarat, , female, facebook"
305,306,Brand75,Eco-friendly Goods,18-28,Female,Delhi,Sophia Wilson,@isabella.m,289067,266,40549,"eco, friendly, goods",Positive,delhi,"18, 28",male,facebook,14.02754379,1,"eco, friendly, goods, delhi, 18, 28, male, facebook"
306,307,Brand38,Fitness Equipment,25-34,Female,Kerala,John Smith,@emma.t,534163,126,6790,"fitness, equipment",Positive,kerala,"25, 34",female,youtube,1.271147571,0,"fitness, equipment, kerala, 25, 34, female, youtube"
307,308,Brand81,Art Supplies,18-28,Male,Punjab,Noah Davis,@isabella.m,330034,258,6686,"art, supplies",Positive,punjab,"18, 28",,facebook,2.025851882,0,"art, supplies, punjab, 18, 28, , facebook"
308,309,Brand91,Pet Supplies,25-34,Male,Gujarat,Olivia Clark,@john.smith,724486,447,49898,"pet, supplies",Neutral,gujarat,"25, 34",female,instagram,6.887365663,1,"pet, supplies, gujarat, 25, 34, female, instagram"
309,310,Brand73,Smartphones,30-45,All,Haryana,Mason White,@isabella.m,333209,999,12192,smartphones,Positive,haryana,"30, 45",male,tiktok,3.658964794,0,"smartphones, haryana, 30, 45, male, tiktok"
310,311,Brand39,Books,40-50,Male,India,Mason White,@mia.lee,605392,448,6606,books,Neutral,india,"40, 50",,tiktok,1.091193805,0,"books, india, 40, 50, , tiktok"
311,312,Brand91,Books,30-45,Female,Goa,Emma Taylor,@emma.t,491742,221,24256,books,Neutral,goa,"30, 45",male,facebook,4.932667944,0,"books, goa, 30, 45, male, facebook"
312,313,Brand76,Eco-friendly Goods,30-45,Male,Delhi,Olivia Clark,@emma.t,630105,604,25163,"eco, friendly, goods",Neutral,delhi,"30, 45",male,instagram,3.993461407,0,"eco, friendly, goods, delhi, 30, 45, male, instagram"
313,314,Brand33,Gadgets,25-40,All,Maharashtra,Olivia Clark,@mia.lee,893773,747,43644,gadgets,Neutral,maharashtra,"25, 40",female,facebook,4.883119092,0,"gadgets, maharashtra, 25, 40, female, facebook"
314,315,Brand59,Home Appliances,30-45,All,Maharashtra,Olivia Clark,@emma.t,908526,882,42039,"home, appliances",Neutral,maharashtra,"30, 45",,twitter,4.627165321,0,"home, appliances, maharashtra, 30, 45, , twitter"
315,316,Brand45,Home Appliances,18-28,All,Punjab,John Smith,@liam.brown,819292,957,10786,"home, appliances",Positive,punjab,"18, 28",,twitter,1.316502541,0,"home, appliances, punjab, 18, 28, , twitter"
316,317,Brand28,Fashion Accessories,18-28,Female,Haryana,Noah Davis,@olivia.c,548833,601,44793,"fashion, accessories",Negative,haryana,"18, 28",female,tiktok,8.161499035,1,"fashion, accessories, haryana, 18, 28, female, tiktok"
317,318,Brand22,Nutrition Products,18-25,Female,Tamil Nadu,Jane Doe,@john.smith,444313,604,11658,"nutrition, products",Positive,"tamil, nadu","18, 25",male,twitter,2.623825997,0,"nutrition, products, tamil, nadu, 18, 25, male, twitter"
318,319,Brand68,Fashion Accessories,25-40,Male,Bihar,Mia Lee,@emma.t,690130,209,32486,"fashion, accessories",Positive,bihar,"25, 40",male,tiktok,4.707229073,0,"fashion, accessories, bihar, 25, 40, male, tiktok"
319,320,Brand84,Nutrition Products,18-25,All,Haryana,Liam Brown,@noah.d,655688,980,11888,"nutrition, products",Positive,haryana,"18, 25",male,tiktok,1.81305743,0,"nutrition, products, haryana, 18, 25, male, tiktok"
320,321,Brand53,Nutrition Products,30-45,All,Tamil Nadu,Jane Doe,@noah.d,905997,287,18896,"nutrition, products",Positive,"tamil, nadu","30, 45",male,youtube,2.08565812,0,"nutrition, products, tamil, nadu, 30, 45, male, youtube"
321,322,Brand86,Gaming Products,15-24,All,Goa,Mason White,@olivia.c,900122,762,38197,"gaming, products",Negative,goa,"15, 24",,facebook,4.243535876,0,"gaming, products, goa, 15, 24, , facebook"
322,323,Brand1,Home Appliances,25-40,Female,Goa,Noah Davis,@isabella.m,910809,729,17347,"home, appliances",Positive,goa,"25, 40",,facebook,1.904570552,0,"home, appliances, goa, 25, 40, , facebook"
323,324,Brand87,Fitness Equipment,30-45,All,Punjab,Mason White,@mia.lee,548974,116,5068,"fitness, equipment",Negative,punjab,"30, 45",male,tiktok,0.92317669,0,"fitness, equipment, punjab, 30, 45, male, tiktok"
324,325,Brand95,Nutrition Products,15-24,Female,Delhi,Olivia Clark,@noah.d,725026,418,31380,"nutrition, products",Positive,delhi,"15, 24",male,facebook,4.328120647,0,"nutrition, products, delhi, 15, 24, male, facebook"
325,326,Brand7,Cosmetics,18-28,Male,Karnataka,John Smith,@olivia.c,887739,540,23132,cosmetics,Positive,karnataka,"18, 28",female,instagram,2.605720826,0,"cosmetics, karnataka, 18, 28, female, instagram"
326,327,Brand91,Clothing,18-30,Male,Karnataka,Olivia Clark,@mason.w,437237,157,9753,clothing,Negative,karnataka,"18, 30",female,twitter,2.230598051,0,"clothing, karnataka, 18, 30, female, twitter"
327,328,Brand31,Cosmetics,30-45,All,Tamil Nadu,Emma Taylor,@jane.doe,823652,293,26356,cosmetics,Neutral,"tamil, nadu","30, 45",female,tiktok,3.199895101,0,"cosmetics, tamil, nadu, 30, 45, female, tiktok"
328,329,Brand18,Nutrition Products,18-30,All,West Bengal,Emma Taylor,@mason.w,382387,339,31206,"nutrition, products",Negative,"west, bengal","18, 30",female,instagram,8.160842288,1,"nutrition, products, west, bengal, 18, 30, female, instagram"
329,330,Brand16,Books,15-24,Female,Delhi,Mia Lee,@liam.brown,603804,535,17263,books,Positive,delhi,"15, 24",,instagram,2.859040351,0,"books, delhi, 15, 24, , instagram"
330,331,Brand87,Smartphones,30-45,All,Haryana,Noah Davis,@sophia.w,416450,170,9056,smartphones,Neutral,haryana,"30, 45",,facebook,2.174570777,0,"smartphones, haryana, 30, 45, , facebook"
331,332,Brand6,Smartphones,22-40,Female,Gujarat,Isabella Moore,@john.smith,969595,516,5696,smartphones,Neutral,gujarat,"22, 40",male,youtube,0.587461775,0,"smartphones, gujarat, 22, 40, male, youtube"
332,333,Brand71,Fitness Equipment,All,Female,Maharashtra,Liam Brown,@john.smith,504069,570,43090,"fitness, equipment",Negative,maharashtra,,,facebook,8.548432853,1,"fitness, equipment, maharashtra, , , facebook"
333,334,Brand84,Nutrition Products,18-25,Male,Haryana,Isabella Moore,@isabella.m,762010,97,25555,"nutrition, products",Positive,haryana,"18, 25",female,youtube,3.35363053,0,"nutrition, products, haryana, 18, 25, female, youtube"
334,335,Brand21,Travel Services,18-28,All,India,Olivia Clark,@sophia.w,274599,525,11962,"travel, services",Negative,india,"18, 28",,twitter,4.35617027,0,"travel, services, india, 18, 28, , twitter"
335,336,Brand4,Fitness Equipment,15-24,Male,India,Emma Taylor,@olivia.c,651309,486,37113,"fitness, equipment",Neutral,india,"15, 24",,youtube,5.698216975,1,"fitness, equipment, india, 15, 24, , youtube"
336,337,Brand54,Gaming Products,25-40,Male,Uttar Pradesh,Olivia Clark,@olivia.c,455159,61,9551,"gaming, products",Neutral,"uttar, pradesh","25, 40",,twitter,2.098387596,0,"gaming, products, uttar, pradesh, 25, 40, , twitter"
337,338,Brand75,Eco-friendly Goods,18-25,Male,Bihar,Emma Taylor,@sophia.w,182020,408,46581,"eco, friendly, goods",Negative,bihar,"18, 25",female,facebook,25.59114383,1,"eco, friendly, goods, bihar, 18, 25, female, facebook"
338,339,Brand37,Gaming Products,18-30,All,Kerala,Mia Lee,@sophia.w,357118,708,9387,"gaming, products",Neutral,kerala,"18, 30",,youtube,2.628542947,0,"gaming, products, kerala, 18, 30, , youtube"
339,340,Brand77,Eco-friendly Goods,18-28,Male,Haryana,Mia Lee,@jane.doe,779541,133,32637,"eco, friendly, goods",Positive,haryana,"18, 28",,facebook,4.186694478,0,"eco, friendly, goods, haryana, 18, 28, , facebook"
340,341,Brand52,Smartphones,30-45,Male,Uttar Pradesh,Mia Lee,@sophia.w,751632,503,24657,smartphones,Positive,"uttar, pradesh","30, 45",female,tiktok,3.280461715,0,"smartphones, uttar, pradesh, 30, 45, female, tiktok"
341,342,Brand31,Fitness Equipment,40-50,Female,Bihar,Emma Taylor,@mason.w,152402,600,18642,"fitness, equipment",Negative,bihar,"40, 50",male,instagram,12.23212294,1,"fitness, equipment, bihar, 40, 50, male, instagram"
342,343,Brand83,Eco-friendly Goods,25-40,Male,Haryana,Sophia Wilson,@liam.brown,674235,256,12401,"eco, friendly, goods",Neutral,haryana,"25, 40",female,facebook,1.839269691,0,"eco, friendly, goods, haryana, 25, 40, female, facebook"
343,344,Brand50,Art Supplies,25-40,All,Tamil Nadu,Sophia Wilson,@mason.w,297896,466,35197,"art, supplies",Neutral,"tamil, nadu","25, 40",male,twitter,11.81519725,1,"art, supplies, tamil, nadu, 25, 40, male, twitter"
344,345,Brand62,Clothing,18-25,All,West Bengal,Emma Taylor,@mason.w,362122,664,20815,clothing,Negative,"west, bengal","18, 25",female,facebook,5.748062808,1,"clothing, west, bengal, 18, 25, female, facebook"
345,346,Brand59,Clothing,18-30,All,Tamil Nadu,Mia Lee,@liam.brown,876872,460,24581,clothing,Neutral,"tamil, nadu","18, 30",male,youtube,2.803259769,0,"clothing, tamil, nadu, 18, 30, male, youtube"
346,347,Brand32,Fitness Equipment,18-28,All,Delhi,Mia Lee,@noah.d,910789,165,38300,"fitness, equipment",Neutral,delhi,"18, 28",female,youtube,4.205145209,0,"fitness, equipment, delhi, 18, 28, female, youtube"
347,348,Brand88,Art Supplies,18-30,Female,Madhya Pradesh,Noah Davis,@noah.d,698258,811,30613,"art, supplies",Neutral,"madhya, pradesh","18, 30",female,twitter,4.384196099,0,"art, supplies, madhya, pradesh, 18, 30, female, twitter"
348,349,Brand37,Fitness Equipment,25-40,Male,West Bengal,Mia Lee,@emma.t,123087,458,9973,"fitness, equipment",Negative,"west, bengal","25, 40",male,twitter,8.102399116,1,"fitness, equipment, west, bengal, 25, 40, male, twitter"
349,350,Brand81,Fitness Equipment,15-24,All,Kerala,Olivia Clark,@emma.t,675046,833,21446,"fitness, equipment",Negative,kerala,"15, 24",,facebook,3.176968681,0,"fitness, equipment, kerala, 15, 24, , facebook"
350,351,Brand62,Pet Supplies,25-34,Female,Goa,Jane Doe,@isabella.m,479899,167,37963,"pet, supplies",Positive,goa,"25, 34",,facebook,7.91062286,1,"pet, supplies, goa, 25, 34, , facebook"
351,352,Brand47,Home Appliances,25-40,Female,Kerala,John Smith,@mason.w,951867,402,33146,"home, appliances",Neutral,kerala,"25, 40",female,facebook,3.482209174,0,"home, appliances, kerala, 25, 40, female, facebook"
352,353,Brand73,Fitness Equipment,15-24,Female,Karnataka,Noah Davis,@emma.t,711786,755,10711,"fitness, equipment",Neutral,karnataka,"15, 24",female,twitter,1.50480622,0,"fitness, equipment, karnataka, 15, 24, female, twitter"
353,354,Brand29,Fashion Accessories,30-45,All,Rajasthan,Mason White,@mia.lee,199021,664,9662,"fashion, accessories",Negative,rajasthan,"30, 45",female,twitter,4.85476407,0,"fashion, accessories, rajasthan, 30, 45, female, twitter"
354,355,Brand55,Books,18-30,Female,Goa,Isabella Moore,@isabella.m,265396,285,40858,books,Negative,goa,"18, 30",male,instagram,15.39510769,1,"books, goa, 18, 30, male, instagram"
355,356,Brand69,Travel Services,15-24,Female,Rajasthan,Noah Davis,@isabella.m,205613,234,38231,"travel, services",Neutral,rajasthan,"15, 24",,tiktok,18.59366869,1,"travel, services, rajasthan, 15, 24, , tiktok"
356,357,Brand12,Home Appliances,18-30,Female,Bihar,Olivia Clark,@olivia.c,667331,854,12205,"home, appliances",Negative,bihar,"18, 30",male,twitter,1.828927474,0,"home, appliances, bihar, 18, 30, male, twitter"
357,358,Brand71,Pet Supplies,18-28,All,Tamil Nadu,Noah Davis,@sophia.w,829595,802,26198,"pet, supplies",Negative,"tamil, nadu","18, 28",,youtube,3.157926458,0,"pet, supplies, tamil, nadu, 18, 28, , youtube"
358,359,Brand36,Gadgets,25-40,All,Gujarat,Liam Brown,@sophia.w,247135,644,36031,gadgets,Neutral,gujarat,"25, 40",,youtube,14.57948085,1,"gadgets, gujarat, 25, 40, , youtube"
359,360,Brand83,Gaming Products,18-28,Male,Punjab,Mason White,@emma.t,204842,561,30352,"gaming, products",Negative,punjab,"18, 28",,instagram,14.8172738,1,"gaming, products, punjab, 18, 28, , instagram"
360,361,Brand92,Gadgets,30-45,Female,Goa,Noah Davis,@sophia.w,934674,402,21054,gadgets,Positive,goa,"30, 45",,youtube,2.252550087,0,"gadgets, goa, 30, 45, , youtube"
361,362,Brand28,Food Products,30-45,Male,Madhya Pradesh,John Smith,@noah.d,134858,647,43179,"food, products",Neutral,"madhya, pradesh","30, 45",male,youtube,32.01812277,1,"food, products, madhya, pradesh, 30, 45, male, youtube"
362,363,Brand74,Home Appliances,All,Female,Karnataka,Olivia Clark,@mia.lee,596521,681,30209,"home, appliances",Positive,karnataka,,female,youtube,5.064197237,1,"home, appliances, karnataka, , female, youtube"
363,364,Brand89,Pet Supplies,22-40,All,Rajasthan,Jane Doe,@mason.w,316966,760,44762,"pet, supplies",Positive,rajasthan,"22, 40",male,youtube,14.1220194,1,"pet, supplies, rajasthan, 22, 40, male, youtube"
364,365,Brand20,Gadgets,All,Female,Madhya Pradesh,Olivia Clark,@mia.lee,147730,316,38644,gadgets,Positive,"madhya, pradesh",,female,instagram,26.15853246,1,"gadgets, madhya, pradesh, , female, instagram"
365,366,Brand46,Gadgets,40-50,Female,Goa,Mia Lee,@mia.lee,832903,320,36357,gadgets,Neutral,goa,"40, 50",female,twitter,4.365094135,0,"gadgets, goa, 40, 50, female, twitter"
366,367,Brand70,Art Supplies,18-25,Male,Kerala,Liam Brown,@liam.brown,165373,924,40811,"art, supplies",Neutral,kerala,"18, 25",,youtube,24.67815181,1,"art, supplies, kerala, 18, 25, , youtube"
367,368,Brand61,Home Appliances,18-28,All,Madhya Pradesh,Noah Davis,@mia.lee,386459,456,14866,"home, appliances",Negative,"madhya, pradesh","18, 28",female,instagram,3.846721127,0,"home, appliances, madhya, pradesh, 18, 28, female, instagram"
368,369,Brand45,Travel Services,22-40,All,West Bengal,Jane Doe,@liam.brown,154857,586,18721,"travel, services",Positive,"west, bengal","22, 40",female,youtube,12.08921779,1,"travel, services, west, bengal, 22, 40, female, youtube"
369,370,Brand97,Home Appliances,25-34,Female,West Bengal,John Smith,@emma.t,500887,966,22886,"home, appliances",Negative,"west, bengal","25, 34",male,youtube,4.569094426,0,"home, appliances, west, bengal, 25, 34, male, youtube"
370,371,Brand65,Nutrition Products,15-24,All,Gujarat,Emma Taylor,@olivia.c,942599,213,20270,"nutrition, products",Neutral,gujarat,"15, 24",female,instagram,2.150437249,0,"nutrition, products, gujarat, 15, 24, female, instagram"
371,372,Brand64,Smartphones,18-25,All,Madhya Pradesh,John Smith,@sophia.w,511336,678,31462,smartphones,Neutral,"madhya, pradesh","18, 25",,youtube,6.152901419,1,"smartphones, madhya, pradesh, 18, 25, , youtube"
372,373,Brand20,Eco-friendly Goods,22-40,Male,Karnataka,John Smith,@jane.doe,701417,562,29474,"eco, friendly, goods",Negative,karnataka,"22, 40",male,instagram,4.202065248,0,"eco, friendly, goods, karnataka, 22, 40, male, instagram"
373,374,Brand44,Gaming Products,18-25,Female,Bihar,Isabella Moore,@john.smith,285655,151,34453,"gaming, products",Positive,bihar,"18, 25",,youtube,12.06105267,1,"gaming, products, bihar, 18, 25, , youtube"
374,375,Brand52,Gaming Products,All,Female,Haryana,Emma Taylor,@mason.w,734976,755,15480,"gaming, products",Positive,haryana,,male,tiktok,2.106191223,0,"gaming, products, haryana, , male, tiktok"
