id,Influencer_name,Handle,Followers,Posts,Likes,Category,Sentiment,audience_location,audience_age,audience_gender,Platform,Engagement_rate
476,Olivia Clark,@mason.w,572871,867,16765,Fitness Equipment,Neutral,Tamil Nadu,All,All,Twitter,5.80821226
477,Olivia Clark,@sophia.w,729501,196,35618,Fitness Equipment,Positive,Bihar,25-40,Male,TikTok,5.784826178
478,John Smith,@isabella.m,574804,723,39512,Fitness Equipment,Neutral,Goa,18-25,Female,TikTok,5.784826178
479,Sophia Wilson,@noah.d,186994,854,44889,Smartphones,Negative,Kerala,25-34,All,Twitter,5.772113422
480,Isabella Moore,@emma.t,681910,610,49165,Fitness Equipment,Neutral,Rajasthan,All,Male,Instagram,5.772113422
481,Jane Doe,@jane.doe,385902,558,9642,Art Supplies,Neutral,Karnataka,All,Male,Instagram,5.748834932
482,Mia Lee,@noah.d,501753,511,35121,Food Products,Neutral,Bihar,25-40,All,YouTube,5.748834932
483,John Smith,@sophia.w,616437,470,29129,Eco-friendly Goods,Negative,Madhya Pradesh,18-28,Female,TikTok,5.748062808
484,John Smith,@sophia.w,571597,128,23237,Gaming Products,Negative,Rajasthan,18-30,Male,Twitter,5.748062808
485,Mason White,@mia.lee,972206,258,23458,Nutrition Products,Positive,Tamil Nadu,15-24,Male,TikTok,5.73552459
486,Mia Lee,@noah.d,692032,319,20504,Travel Services,Neutral,Kerala,All,Male,Facebook,5.73552459
487,Mason White,@john.smith,285216,684,8379,Travel Services,Positive,West Bengal,25-34,All,Instagram,5.715377593
488,Olivia Clark,@liam.brown,602606,301,5166,Books,Positive,Uttar Pradesh,25-40,Male,YouTube,5.715377593
489,Sophia Wilson,@john.smith,435239,574,16402,Fashion Accessories,Positive,Punjab,All,All,YouTube,5.698216975
490,Sophia Wilson,@liam.brown,596300,616,22341,Home Appliances,Negative,Delhi,All,All,YouTube,5.698216975
491,Noah Davis,@sophia.w,128992,633,19684,Food Products,Positive,India,All,Male,Instagram,5.669580664
492,John Smith,@olivia.c,915749,946,18290,Art Supplies,Neutral,Goa,18-25,All,Facebook,5.669580664
493,Sophia Wilson,@sophia.w,552522,754,27526,Gaming Products,Neutral,Gujarat,30-45,Male,Facebook,5.612698055
494,Mason White,@john.smith,537760,63,47820,Home Appliances,Neutral,Tamil Nadu,All,Male,Facebook,5.612698055
495,Emma Taylor,@mason.w,952058,964,44566,Gaming Products,Negative,Haryana,15-24,All,Twitter,5.600908224
496,Olivia Clark,@noah.d,811805,997,9996,Books,Negative,Kerala,25-40,Female,Instagram,5.600908224
497,Noah Davis,@mia.lee,123970,208,32692,Home Appliances,Positive,Madhya Pradesh,40-50,Female,Instagram,5.589488053
498,Sophia Wilson,@john.smith,510159,102,41739,Travel Services,Positive,West Bengal,15-24,Female,YouTube,5.589488053
499,Mia Lee,@sophia.w,513585,893,41420,Fashion Accessories,Neutral,Gujarat,15-24,All,YouTube,5.586469098
500,Emma Taylor,@jane.doe,703599,723,8027,Cosmetics,Negative,Haryana,18-28,All,YouTube,5.586469098
501,Jane Doe,@john.smith,919103,609,30734,Clothing,Negative,Rajasthan,40-50,Female,Instagram,5.57461837
502,Emma Taylor,@isabella.m,880720,69,35082,Clothing,Neutral,Uttar Pradesh,22-40,All,TikTok,5.57461837
503,Olivia Clark,@john.smith,734357,813,11573,Eco-friendly Goods,Neutral,Uttar Pradesh,25-40,Male,YouTube,5.548071847
504,Mason White,@isabella.m,234198,702,19895,Gadgets,Negative,Delhi,40-50,Male,TikTok,5.548071847
505,Mason White,@liam.brown,729945,798,18406,Pet Supplies,Negative,Haryana,18-25,Female,TikTok,5.528589392
506,John Smith,@jane.doe,918630,927,38113,Smartphones,Positive,West Bengal,All,Male,Instagram,5.528589392
507,Olivia Clark,@noah.d,503318,786,37870,Books,Positive,India,18-30,Female,YouTube,5.502691541
508,Sophia Wilson,@olivia.c,159363,763,7515,Home Appliances,Negative,Uttar Pradesh,All,All,TikTok,5.502691541
509,John Smith,@mia.lee,108900,762,20664,Gaming Products,Neutral,Delhi,18-25,All,YouTube,5.485659843
510,Olivia Clark,@liam.brown,297334,310,14843,Travel Services,Neutral,Rajasthan,18-30,Male,Facebook,5.485659843
511,Emma Taylor,@liam.brown,899444,152,15361,Smartphones,Positive,Gujarat,18-28,Female,TikTok,5.475577511
512,Emma Taylor,@olivia.c,829703,359,40216,Art Supplies,Negative,West Bengal,18-28,Female,Instagram,5.475577511
513,Olivia Clark,@jane.doe,579430,941,37133,Eco-friendly Goods,Neutral,Goa,40-50,Male,Facebook,5.473068979
514,Emma Taylor,@sophia.w,966831,547,30122,Clothing,Negative,Haryana,15-24,Female,Instagram,5.473068979
515,Isabella Moore,@jane.doe,776439,275,23150,Eco-friendly Goods,Positive,Haryana,25-40,Female,YouTube,5.468473598
516,Liam Brown,@olivia.c,262887,948,16128,Home Appliances,Positive,West Bengal,18-30,Female,Twitter,5.468473598
517,Noah Davis,@emma.t,497916,543,20987,Fashion Accessories,Negative,Madhya Pradesh,All,All,Instagram,5.452945701
518,Mia Lee,@jane.doe,167249,845,41126,Clothing,Neutral,Delhi,40-50,Female,Instagram,5.452945701
519,Noah Davis,@olivia.c,965671,472,49192,Gadgets,Negative,India,25-40,Male,Instagram,5.408648719
520,Mason White,@isabella.m,983306,455,14692,Smartphones,Positive,Bihar,25-34,Male,Twitter,5.408648719
521,Mason White,@emma.t,711444,762,48227,Clothing,Neutral,West Bengal,22-40,All,YouTube,5.362338127
522,Sophia Wilson,@emma.t,923309,182,28932,Smartphones,Negative,Haryana,40-50,Female,YouTube,5.362338127
523,Isabella Moore,@jane.doe,705233,789,19671,Fashion Accessories,Positive,Karnataka,25-40,All,Instagram,5.339132365
524,Sophia Wilson,@sophia.w,503092,441,38682,Food Products,Positive,Karnataka,18-28,All,YouTube,5.339132365
525,John Smith,@emma.t,416981,246,14649,Cosmetics,Negative,Madhya Pradesh,25-40,All,YouTube,5.300475158
526,Mason White,@mia.lee,632956,901,35379,Cosmetics,Neutral,Rajasthan,18-28,Female,Twitter,5.300475158
527,Sophia Wilson,@mia.lee,848657,608,26836,Gaming Products,Negative,Kerala,25-34,All,Instagram,5.294590252
528,Noah Davis,@mia.lee,579810,936,46892,Clothing,Neutral,Bihar,40-50,All,Instagram,5.294590252
529,Olivia Clark,@mason.w,969213,872,47670,Smartphones,Positive,Kerala,All,Female,TikTok,5.289805717
530,Mason White,@liam.brown,598096,560,18545,Smartphones,Positive,Rajasthan,30-45,Female,YouTube,5.289805717
531,Emma Taylor,@mason.w,497230,407,18440,Smartphones,Negative,India,18-30,Female,YouTube,5.28193727
532,Jane Doe,@mia.lee,625760,165,47366,Pet Supplies,Positive,Kerala,30-45,Male,Instagram,5.28193727
533,Noah Davis,@mia.lee,147696,650,6932,Books,Negative,Delhi,40-50,Male,YouTube,5.214253413
534,Noah Davis,@mason.w,114175,772,14805,Travel Services,Negative,Uttar Pradesh,18-30,Female,TikTok,5.214253413
535,Mia Lee,@emma.t,232954,240,18472,Books,Positive,Bihar,25-40,All,TikTok,5.189349553
536,Noah Davis,@jane.doe,232058,615,35836,Cosmetics,Neutral,Punjab,18-30,All,Twitter,5.189349553
537,Mason White,@mason.w,812092,110,18020,Gadgets,Positive,West Bengal,18-28,All,Instagram,5.186514584
538,Sophia Wilson,@olivia.c,527854,94,40883,Books,Neutral,Kerala,18-25,All,Instagram,5.186514584
539,Mia Lee,@john.smith,791098,494,22910,Fitness Equipment,Neutral,Gujarat,30-45,Female,Twitter,5.181936797
540,Sophia Wilson,@mia.lee,557049,679,20273,Pet Supplies,Neutral,India,18-25,Female,Facebook,5.181936797
541,Jane Doe,@jane.doe,871592,467,14736,Gadgets,Negative,Haryana,15-24,Male,TikTok,5.152248883
542,Olivia Clark,@mia.lee,899207,780,23581,Clothing,Positive,West Bengal,25-40,Male,Facebook,5.152248883
543,Mason White,@mia.lee,707184,989,13162,Art Supplies,Negative,Punjab,18-30,Female,Instagram,5.094074483
544,Isabella Moore,@noah.d,128155,88,26056,Fitness Equipment,Neutral,Haryana,25-40,All,Instagram,5.094074483
545,Noah Davis,@isabella.m,999017,546,19895,Cosmetics,Neutral,Tamil Nadu,18-30,All,Facebook,5.071920273
546,Emma Taylor,@sophia.w,357491,871,31456,Food Products,Negative,Uttar Pradesh,18-28,Female,TikTok,5.071920273
547,Emma Taylor,@isabella.m,284207,248,41012,Gaming Products,Negative,Madhya Pradesh,All,Female,YouTube,5.064197237
548,Mia Lee,@noah.d,672772,732,40177,Pet Supplies,Negative,Punjab,30-45,All,Facebook,5.064197237
549,Mason White,@liam.brown,652550,895,6734,Fashion Accessories,Positive,India,All,Male,Instagram,5.059128165
550,Liam Brown,@sophia.w,902104,84,22325,Cosmetics,Neutral,Tamil Nadu,40-50,All,YouTube,5.059128165
551,Isabella Moore,@mason.w,748479,577,19818,Eco-friendly Goods,Neutral,Bihar,All,All,TikTok,5.042179523
552,Emma Taylor,@emma.t,756248,476,37556,Pet Supplies,Neutral,Maharashtra,30-45,Male,Twitter,5.042179523
553,Olivia Clark,@sophia.w,133073,245,33301,Clothing,Negative,Rajasthan,25-34,Male,TikTok,5.036096504
554,Jane Doe,@sophia.w,883838,847,40898,Home Appliances,Negative,Delhi,40-50,Female,Instagram,5.036096504
555,John Smith,@emma.t,605245,814,21494,Books,Neutral,Maharashtra,40-50,All,Facebook,5.030696141
556,Emma Taylor,@emma.t,579879,428,41676,Pet Supplies,Negative,Kerala,30-45,Female,YouTube,5.030696141
557,John Smith,@jane.doe,758891,223,18970,Home Appliances,Neutral,Bihar,18-28,Female,Instagram,5.010829664
558,Mia Lee,@isabella.m,423909,354,24228,Pet Supplies,Positive,Goa,25-34,All,YouTube,5.010829664
559,Jane Doe,@jane.doe,636436,185,40228,Travel Services,Negative,Tamil Nadu,15-24,All,Instagram,4.992029166
560,Noah Davis,@noah.d,427185,971,17535,Fashion Accessories,Positive,India,25-40,Male,Instagram,4.992029166
561,Olivia Clark,@mia.lee,810874,695,7945,Travel Services,Negative,Tamil Nadu,18-30,Female,Twitter,4.983951406
562,John Smith,@olivia.c,253908,754,8028,Gaming Products,Positive,Bihar,All,All,Facebook,4.983951406
563,Olivia Clark,@sophia.w,605812,84,37042,Smartphones,Positive,Delhi,18-30,All,Twitter,4.981883074
564,John Smith,@mason.w,243067,911,37806,Food Products,Positive,Tamil Nadu,All,Female,YouTube,4.981883074
565,Liam Brown,@olivia.c,263957,999,30821,Food Products,Positive,Madhya Pradesh,15-24,Female,Twitter,4.967771405
566,Isabella Moore,@jane.doe,591266,442,45307,Cosmetics,Neutral,Kerala,15-24,Female,YouTube,4.967771405
567,Olivia Clark,@noah.d,363123,108,17193,Cosmetics,Neutral,West Bengal,15-24,All,TikTok,4.966095778
568,Noah Davis,@emma.t,675208,880,45818,Pet Supplies,Positive,Uttar Pradesh,18-25,Male,Facebook,4.966095778
569,John Smith,@sophia.w,499500,520,8500,Smartphones,Positive,Haryana,All,Female,Instagram,4.950673646
570,Mia Lee,@liam.brown,709360,775,11327,Clothing,Negative,India,25-34,Female,YouTube,4.950673646
571,Mia Lee,@liam.brown,972258,163,46424,Travel Services,Neutral,Haryana,All,Female,TikTok,4.945736655
572,Isabella Moore,@mason.w,767157,319,33532,Gadgets,Negative,Haryana,All,Female,Facebook,4.945736655
573,Isabella Moore,@emma.t,983989,452,5901,Pet Supplies,Negative,Uttar Pradesh,All,Male,Facebook,4.939685357
574,Jane Doe,@jane.doe,296171,707,39602,Home Appliances,Positive,Uttar Pradesh,30-45,All,Instagram,4.939685357
575,Emma Taylor,@olivia.c,115842,880,10901,Cosmetics,Positive,Goa,40-50,Female,Instagram,4.93842849
576,Olivia Clark,@john.smith,662815,383,12491,Cosmetics,Positive,Maharashtra,25-40,Male,Instagram,4.93842849
577,Isabella Moore,@isabella.m,227962,448,19653,Nutrition Products,Neutral,Bihar,25-40,Female,Facebook,4.932667944
578,Noah Davis,@noah.d,199499,762,13320,Nutrition Products,Neutral,Madhya Pradesh,15-24,Female,TikTok,4.932667944
579,John Smith,@mason.w,287904,563,27958,Nutrition Products,Negative,Kerala,22-40,Male,Instagram,4.918423504
580,Jane Doe,@liam.brown,374391,347,30908,Nutrition Products,Positive,Punjab,15-24,Female,YouTube,4.918423504
581,Jane Doe,@isabella.m,380312,402,45891,Home Appliances,Positive,Delhi,18-30,Female,TikTok,4.90219359
582,Noah Davis,@liam.brown,780636,865,23117,Books,Neutral,Tamil Nadu,18-28,All,TikTok,4.90219359
583,John Smith,@mason.w,537225,302,7033,Home Appliances,Positive,Karnataka,40-50,Female,Facebook,4.899792538
584,Isabella Moore,@emma.t,706176,928,27676,Smartphones,Positive,Punjab,18-30,Female,Facebook,4.899792538
585,Olivia Clark,@olivia.c,168660,780,26275,Fitness Equipment,Positive,Haryana,40-50,All,Facebook,4.893750817
586,Isabella Moore,@mia.lee,210423,76,15732,Gaming Products,Positive,Bihar,25-34,All,TikTok,4.893750817
587,Jane Doe,@john.smith,463960,150,27188,Fashion Accessories,Negative,Delhi,18-25,All,YouTube,4.888916742
588,Noah Davis,@jane.doe,602041,188,11426,Travel Services,Positive,Maharashtra,40-50,Female,Facebook,4.888916742
589,John Smith,@mia.lee,560212,232,18632,Gaming Products,Positive,Madhya Pradesh,15-24,Male,Instagram,4.888527526
590,Liam Brown,@emma.t,712256,321,29296,Cosmetics,Positive,Punjab,All,All,Facebook,4.888527526
591,John Smith,@mason.w,837834,864,27758,Fitness Equipment,Neutral,Delhi,25-40,Female,Twitter,4.883119092
592,Liam Brown,@isabella.m,584402,830,20179,Food Products,Positive,West Bengal,30-45,Male,Facebook,4.883119092
593,Jane Doe,@mia.lee,125835,853,34363,Cosmetics,Neutral,Rajasthan,18-30,All,YouTube,4.882515583
594,Olivia Clark,@mason.w,309053,576,11176,Gaming Products,Positive,Maharashtra,30-45,Male,Twitter,4.882515583
595,Mason White,@mia.lee,873018,674,5386,Clothing,Positive,Tamil Nadu,18-28,Male,Facebook,4.881527327
596,Mason White,@olivia.c,628311,264,49297,Travel Services,Positive,Tamil Nadu,18-30,All,Facebook,4.881527327
597,John Smith,@sophia.w,261141,552,10765,Pet Supplies,Positive,Madhya Pradesh,30-45,Male,Instagram,4.873640025
598,Emma Taylor,@john.smith,822197,573,41596,Eco-friendly Goods,Negative,Goa,18-25,Male,Instagram,4.873640025
599,Olivia Clark,@mason.w,783527,359,7200,Gaming Products,Positive,Rajasthan,25-40,Female,Instagram,4.857835221
600,Isabella Moore,@isabella.m,370575,570,28219,Fitness Equipment,Negative,Tamil Nadu,22-40,All,TikTok,4.857835221
601,Amelia Taylor,Zoe Williams@abc,750376,976,28785,Food Products,Negative,Karnataka,18-25,All,Tiktok,4.85625096
602,Zoe Williams,Liam Harris@abc,254997,241,28180,Travel Services,Negative,Kerala,18-30,Male,Tiktok,4.85625096
603,Ava Wilson,Sujeet@r,113855,190,28180,Gadgets,Neutral,Karnataka,22-40,Female,Instagram,4.85476407
604,Zoe Williams,Akshay@kumar,856447,762,42833,Art Supplies,Positive,Maharashtra,All,Male,Youtube,4.85476407
605,Jackson Lee,Oliver Thompson@abc,757739,193,8042,Travel Services,Negative,Karnataka,22-40,All,Tiktok,4.847035626
606,Rohit,Isabella Anderson@abc,682670,394,40347,Art Supplies,Neutral,Madhya Pradesh,All,Male,Tiktok,4.847035626
607,Mia Johnson,Rahul@cdf,341829,190,24651,Smartphones,Positive,Karnataka,22-40,All,Facebook,4.799362115
608,Ashwin,Vicky@kaushal,341829,962,25661,Travel Services,Negative,Delhi,25-40,All,Youtube,4.799362115
609,Vicky,Faisal@dscdf,258700,412,6893,Food Products,Neutral,Haryana,18-30,Male,Youtube,4.774864285
610,Salman Khan,Sophia Rodriguez@abc,338878,143,28785,Gaming Products,Neutral,Tamil Nadu,15-24,Male,Youtube,4.774864285
611,Oliver Thompson,Amelia Taylor@abc,324945,143,20008,Pet Supplies,Neutral,Punjab,All,Male,Twitter,4.734759296
612,Sanjay DuttAiden Smith,Ankit@jk,340770,241,27084,Art Supplies,Neutral,Delhi,18-30,Female,Twitter,4.734759296
613,Ava Wilson,Saurav@jn,302086,301,8042,Smartphones,Neutral,Rajasthan,15-24,All,Twitter,4.725381507
614,Lucas Brown,Lucas Brown@abc,997417,944,37363,Art Supplies,Negative,Madhya Pradesh,18-30,Female,Youtube,4.725381507
615,Isabella Anderson,Sujeet@r,169890,205,24651,Cosmetics,Negative,Madhya Pradesh,18-30,All,Youtube,4.715649178
616,Vicky,Liam Harris@abc,767339,976,6903,Travel Services,Positive,Maharashtra,40-50,Male,Facebook,4.715649178
617,Rohit,Faisal@dscdf,366076,999,46587,Smartphones,Negative,Maharashtra,18-30,All,Facebook,4.707229073
618,Amelia Taylor,Zoe Williams@abc,885659,127,8042,Fashion Accessories,Negative,Maharashtra,22-40,Male,Tiktok,4.707229073
619,Noah Martinez,Mia Johnson@abc,767339,978,7083,Cosmetics,Neutral,Maharashtra,15-24,All,Tiktok,4.693424331
620,Vicky,Zoe Williams@abc,980666,241,20008,Travel Services,Negative,Karnataka,All,Male,Youtube,4.693424331
621,Liam Harris,Saurav@jn,426339,114,29251,Gaming Products,Negative,Goa,30-45,All,Twitter,4.681017333
622,Ashwin,Zoe Williams@abc,426339,301,27084,Gaming Products,Neutral,Madhya Pradesh,15-24,Female,Tiktok,4.681017333
623,Faisal,Jackson Lee@abc,682670,609,13377,Nutrition Products,Positive,Madhya Pradesh,30-45,All,Tiktok,4.663550867
624,Rohit,Amelia Taylor@abc,495171,999,32011,Food Products,Neutral,Kerala,15-24,All,Facebook,4.663550867
625,Isabella Anderson,Gaurav@jn,842653,390,12931,Nutrition Products,Negative,Delhi,40-50,Male,Instagram,4.644125966
626,Ashwin,Ethan Jones@abc,338878,143,29251,Eco-friendly Goods,Neutral,Kerala,18-28,Female,Facebook,4.644125966
627,Ankit,Ankit@jk,709166,832,24228,Gadgets,Positive,Punjab,40-50,Female,Youtube,4.627318581
628,Elijah White,Mia Johnson@abc,733223,394,21697,Cosmetics,Negative,Uttar Pradesh,22-40,Female,Tiktok,4.627318581
629,Rohit,Amitabh@abc,487464,961,29874,Cosmetics,Negative,Madhya Pradesh,18-30,All,Tiktok,4.627165321
630,Faisal,Oliver Thompson@abc,340770,922,6893,Fashion Accessories,Negative,Tamil Nadu,15-24,Female,Facebook,4.627165321
631,Zoe Williams,Ava Wilson@abc,340770,114,6893,Travel Services,Negative,Maharashtra,All,All,Twitter,4.625120187
632,Sujeet,Jackson Lee@abc,495171,757,29251,Fashion Accessories,Neutral,Rajasthan,15-24,Female,Youtube,4.625120187
633,Emma Garcia,Ankit@jk,757739,60,7083,Food Products,Neutral,Gujarat,30-45,All,Tiktok,4.622836537
634,Lucas Brown,Isabella Anderson@abc,750376,978,39221,Home Appliances,Neutral,Karnataka,40-50,Female,Youtube,4.622836537
635,Elijah White,Liam Harris@abc,324945,245,30531,Art Supplies,Negative,Haryana,18-25,Male,Tiktok,4.611171348
636,Akshay,Oliver Thompson@abc,114466,174,32011,Art Supplies,Neutral,Karnataka,18-25,All,Youtube,4.611171348
637,Amitabh,Saurav@jn,997417,51,29874,Food Products,Neutral,Punjab,15-24,All,Twitter,4.590940509
638,Amelia Taylor,Sophia Rodriguez@abc,741445,301,6903,Food Products,Neutral,Delhi,All,All,Tiktok,4.590940509
639,Sophia Rodriguez,Elijah White@abc,981916,944,34550,Fashion Accessories,Neutral,Kerala,22-40,All,Youtube,4.589914805
640,Rahul,Gagan@fef,338287,193,49145,Art Supplies,Neutral,Punjab,All,Male,Twitter,4.589914805
641,Ashwin,Saurav@jn,183216,973,26257,Smartphones,Neutral,Uttar Pradesh,18-28,All,Instagram,4.569094426
642,Isabella Anderson,Rohit@abc,997417,545,7083,Cosmetics,Neutral,Tamil Nadu,15-24,Female,Instagram,4.569094426
643,Gagan,Elijah White@abc,440405,241,12690,Smartphones,Negative,Tamil Nadu,18-30,All,Instagram,4.516359193
644,Salman Khan,Rahul@cdf,340770,544,13377,Smartphones,Neutral,Uttar Pradesh,All,Female,Tiktok,4.516359193
645,Sanjay DuttAiden Smith,Amitabh@abc,757739,60,41717,Smartphones,Neutral,Maharashtra,40-50,Female,Instagram,4.466816514
646,Mia Johnson,Ankit@jk,324945,127,25661,Gadgets,Negative,Goa,15-24,Female,Facebook,4.466816514
647,Emma Garcia,Sarukh khan@abc,784742,412,29874,Nutrition Products,Neutral,Tamil Nadu,22-40,Male,Twitter,4.414602968
648,Ashwin,Jackson Lee@abc,733223,143,34550,Nutrition Products,Neutral,Haryana,18-30,Female,Twitter,4.414602968
649,Sanjay DuttAiden Smith,Noah Martinez@abc,338287,999,42198,Smartphones,Neutral,Madhya Pradesh,All,All,Twitter,4.385927954
650,Sanjay DuttAiden Smith,Rahul@cdf,981575,229,40347,Gadgets,Positive,Delhi,22-40,All,Twitter,4.385927954
651,Amelia Taylor,Sarukh khan@abc,360266,127,39221,Nutrition Products,Negative,Gujarat,40-50,Female,Tiktok,4.384196099
652,Emma Garcia,Gaurav@jn,264487,241,42833,Cosmetics,Negative,Haryana,22-40,Female,Instagram,4.384196099
653,Faisal,Zoe Williams@abc,230748,847,26257,Fashion Accessories,Negative,Madhya Pradesh,18-30,Female,Youtube,4.372617865
654,Isabella Anderson,Salman Khan@abc,204024,205,27084,Smartphones,Negative,Karnataka,18-25,Female,Instagram,4.372617865
655,Amitabh,Mia Johnson@abc,487464,301,12822,Clothing,Positive,Madhya Pradesh,18-30,All,Instagram,4.370943627
656,Ankit,Oliver Thompson@abc,842653,757,28785,Art Supplies,Neutral,Kerala,15-24,Female,Facebook,4.370943627
657,Jackson Lee,Salman Khan@abc,757739,174,31587,Cosmetics,Neutral,Delhi,30-45,Male,Instagram,4.365094135
658,Gaurav,Liam Harris@abc,202147,572,36337,Pet Supplies,Negative,Madhya Pradesh,15-24,Male,Youtube,4.365094135
659,Sophia Rodriguez,Sarukh khan@abc,114466,390,36337,Smartphones,Neutral,Delhi,22-40,Male,Tiktok,4.35617027
660,Gaurav,Ava Wilson@abc,546160,605,25661,Gaming Products,Neutral,Goa,18-30,Male,Twitter,4.35617027
661,Sanjay DuttAiden Smith,Zoe Williams@abc,856447,60,20008,Gadgets,Positive,Rajasthan,25-40,Male,Instagram,4.347856112
662,Vicky,Vicky@kaushal,113855,193,43038,Cosmetics,Neutral,Kerala,15-24,Male,Twitter,4.347856112
663,Sanjay DuttAiden Smith,Emma Garcia@abc,856447,986,6903,Food Products,Neutral,Madhya Pradesh,25-40,All,Facebook,4.344213581
664,Vicky,Sophia Rodriguez@abc,341829,386,13377,Pet Supplies,Neutral,Madhya Pradesh,30-45,All,Tiktok,4.344213581
665,Oliver Thompson,Gaurav@jn,971583,973,32383,Cosmetics,Negative,Uttar Pradesh,18-30,Female,Facebook,4.341380721
666,Salman Khan,Ethan Jones@abc,287030,390,6903,Nutrition Products,Negative,Kerala,15-24,All,Twitter,4.341380721
667,Sanjay DuttAiden Smith,Amitabh@abc,113855,190,5859,Gaming Products,Positive,Punjab,18-30,Female,Twitter,4.328120647
668,Ashwin,Sujeet@r,230748,386,34550,Travel Services,Positive,Gujarat,25-40,All,Facebook,4.328120647
669,Gagan,Sarukh khan@abc,114466,205,46587,Gaming Products,Negative,Uttar Pradesh,18-28,Male,Facebook,4.320399808
670,Ankit,Salman Khan@abc,254997,986,49145,Home Appliances,Neutral,Madhya Pradesh,40-50,Male,Facebook,4.320399808
671,Amitabh,Sophia Rodriguez@abc,980666,669,29251,Smartphones,Neutral,Uttar Pradesh,18-30,Female,Facebook,4.311009493
672,Lucas Brown,Sanjay Dutt@abcAiden Smith@abc,495171,58,46587,Art Supplies,Negative,Kerala,18-30,All,Facebook,4.311009493
673,Sophia Rodriguez,Lucas Brown@abc,741445,944,18570,Smartphones,Negative,Karnataka,15-24,All,Youtube,4.266679838
674,Gagan,Sanjay Dutt@abcAiden Smith@abc,114466,433,29251,Art Supplies,Neutral,Madhya Pradesh,All,Male,Tiktok,4.266679838
675,Mia Johnson,Amitabh@abc,750376,944,13377,Gadgets,Neutral,Karnataka,18-30,Male,Tiktok,4.26267874
676,Elijah White,Oliver Thompson@abc,287030,58,12822,Cosmetics,Negative,Rajasthan,30-45,All,Instagram,4.26267874
677,Rahul,Amelia Taylor@abc,341829,60,5859,Art Supplies,Neutral,Tamil Nadu,18-28,All,Tiktok,4.243535876
678,Jackson Lee,Ava Wilson@abc,750376,153,37363,Nutrition Products,Negative,Kerala,18-30,Female,Twitter,4.243535876
679,Ethan Jones,Vicky@kaushal,750376,390,5494,Eco-friendly Goods,Negative,Madhya Pradesh,15-24,Male,Facebook,4.240152908
680,Elijah White,Vicky@kaushal,784742,205,27084,Fashion Accessories,Positive,Madhya Pradesh,18-30,All,Facebook,4.240152908
681,Sarukh khan,Elijah White@abc,885659,545,31587,Pet Supplies,Neutral,Uttar Pradesh,15-24,Male,Tiktok,4.233471709
682,Vicky,Rahul@cdf,324945,609,37363,Nutrition Products,Negative,Kerala,30-45,Male,Instagram,4.233471709
683,Ava Wilson,Vicky@kaushal,360266,832,29874,Art Supplies,Neutral,Goa,15-24,Male,Youtube,4.229779607
684,Isabella Anderson,Rohit@abc,287030,58,15636,Travel Services,Neutral,Delhi,18-28,All,Facebook,4.229779607
685,Noah Martinez,Isabella Anderson@abc,767339,229,25661,Eco-friendly Goods,Negative,Punjab,18-25,All,Youtube,4.223850926
686,Rahul,Lucas Brown@abc,971583,690,6893,Gadgets,Neutral,Goa,15-24,Male,Instagram,4.223850926
687,Gaurav,Mia Johnson@abc,366076,317,42198,Art Supplies,Neutral,Karnataka,25-40,Male,Youtube,4.214967987
688,Salman Khan,Amelia Taylor@abc,981916,832,21697,Cosmetics,Negative,Karnataka,18-30,Female,Facebook,4.214967987
689,Salman Khan,Ethan Jones@abc,495171,153,29874,Smartphones,Neutral,Karnataka,18-28,Male,Facebook,4.213980648
690,Rahul,Amitabh@abc,440405,301,40011,Nutrition Products,Neutral,West Bengal,18-28,All,Facebook,4.213980648
691,Sarukh khan,Vicky@kaushal,114466,205,43038,Travel Services,Positive,Karnataka,18-25,All,Facebook,4.213184892
692,Gagan,Sophia Rodriguez@abc,302086,944,6893,Travel Services,Neutral,Uttar Pradesh,18-25,Female,Facebook,4.213184892
693,Faisal,Ankit@jk,702603,114,49145,Smartphones,Positive,Punjab,15-24,Female,Facebook,4.205145209
694,Rahul,Ethan Jones@abc,980666,193,34817,Gadgets,Negative,Karnataka,40-50,Male,Youtube,4.205145209
695,Liam Harris,Sarukh khan@abc,338878,412,24228,Home Appliances,Negative,Kerala,All,Male,Youtube,4.202065248
696,Vicky,Amelia Taylor@abc,338287,544,32383,Home Appliances,Neutral,Gujarat,15-24,Female,Instagram,4.202065248
697,Salman Khan,Faisal@dscdf,856447,245,5494,Smartphones,Neutral,Gujarat,30-45,All,Tiktok,4.194593266
698,Rahul,Jackson Lee@abc,366076,229,12822,Travel Services,Negative,Gujarat,18-28,Male,Twitter,4.194593266
699,Isabella Anderson,Zoe Williams@abc,851696,433,31587,Gadgets,Neutral,Kerala,15-24,Female,Youtube,4.186694478
700,Noah Martinez,Saurav@jn,113855,58,32383,Art Supplies,Neutral,Uttar Pradesh,18-25,Male,Tiktok,4.186694478
701,Amelia Taylor,Emma Garcia@abc,702603,605,5494,Smartphones,Positive,Gujarat,18-30,Male,Tiktok,4.175942145
702,Rahul,Jackson Lee@abc,981575,922,46587,Food Products,Neutral,Tamil Nadu,18-30,Male,Tiktok,4.175942145
703,Vicky,Sarukh khan@abc,230748,135,8042,Gadgets,Neutral,West Bengal,15-24,Female,Instagram,4.159165889
704,Liam Harris,Jackson Lee@abc,264487,609,6903,Pet Supplies,Negative,Maharashtra,All,Female,Youtube,4.159165889
